era,release_date,set_name,set_code,card_number,edition,variant,language,japanese_name,english_name,category,artwork_reason,artwork_evidence_urls,stamps_reason,stamps_evidence_urls,canonical_image_url,card_uid
vs,2001-07-19,ポケモンカード★VS,VS,003/141,first,1ED,jp,ハヤトのカモネギ,Falkner's Farfetch'd,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Falkner's_Farfetch'd_(VS_3) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618728.jpg,845eb2e6-1473-48fe-9396-655c912936d2
vs,2001-07-19,ポケモンカード★VS,VS,004/141,unknown,UNKNOWN,jp,ハヤトのドードリオ,Falkner's Dodrio,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Falkner's_Dodrio_(VS_4) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618731.jpg,ae9660f5-d0aa-41e2-8a56-004eb2b13495
vs,2001-07-19,ポケモンカード★VS,VS,005/141,first,1ED,jp,ハヤトのトゲチック,Falkner's Togetic,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Falkner's_Togetic_(VS_5) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618734.jpg,29b75ff1-05af-4e16-a5a5-98155da041d0
vs,2001-07-19,ポケモンカード★VS,VS,006/141,unknown,UNKNOWN,jp,ハヤトのデリバード,Falkner's Delibird,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Falkner's_Delibird_(VS_6) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618736.jpg,fc82d331-927c-4568-8592-4aca4c47dad9
vs,2001-07-19,ポケモンカード★VS,VS,007/141,unknown,キラ,jp,ハヤトのエアームド,Falkner's Skarmory,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Falkner's_Skarmory_(VS_7) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618738.jpg,52e6f221-fb40-444c-b7c0-02f6935f03ab
vs,2001-07-19,ポケモンカード★VS,VS,008/141,unknown,UNKNOWN,jp,ツクシのバタフリー,Bugsy's Butterfree,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bugsy's_Butterfree_(VS_8) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618739.jpg,1f83cfa7-84a6-41f6-b31d-717375fbd79d
vs,2001-07-19,ポケモンカード★VS,VS,009/141,unknown,UNKNOWN,jp,ツクシのスピアー,Bugsy's Beedrill,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bugsy's_Beedrill_(VS_9) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618740.jpg,ac1cdabe-a39b-4a00-aa0e-040e89d9176b
vs,2001-07-19,ポケモンカード★VS,VS,010/141,unknown,UNKNOWN,jp,ツクシのカイロス,Bugsy's Pinsir,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bugsy's_Pinsir_(VS_10) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618741.jpg,a51adbbb-b804-42f2-8313-ddd5036ff4d3
vs,2001-07-19,ポケモンカード★VS,VS,011/141,unknown,UNKNOWN,jp,ツクシのレディアン,Bugsy's Ledian,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bugsy's_Ledian_(VS_11) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618742.jpg,f3d008f9-8831-4a74-970f-e73fa537f86c
vs,2001-07-19,ポケモンカード★VS,VS,013/141,first,1ED,jp,ツクシのハッサム,Bugsy's Scizor,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Bugsy's_Scizor_(VS_13) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618747.jpg,d7c954a3-e98a-4f2c-94e9-0318865ce405
vs,2001-07-19,ポケモンカード★VS,VS,014/141,unknown,UNKNOWN,jp,アカネのピクシー,Whitney's Clefable,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Whitney's_Clefable_(VS_14) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/615324.jpg,21c8e474-bec0-48ce-b871-38b3d526b879
vs,2001-07-19,ポケモンカード★VS,VS,015/141,unknown,UNKNOWN,jp,アカネのプクリン,Whitney's Wigglytuff,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Whitney's_Wigglytuff_(VS_15) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/618334.jpg,ab09153d-6562-4924-a299-b6ba5c545889
vs,2001-07-19,ポケモンカード★VS,VS,016/141,first,1ED,jp,アカネのペルシアン,Whitney's Persian,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Whitney's_Persian_(VS_16) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622575.jpg,731bb7a0-7108-4c5f-837e-ea6d0d4b1ba2
vs,2001-07-19,ポケモンカード★VS,VS,017/141,unknown,UNKNOWN,jp,アカネのベロリンガ,Whitney's Lickitung,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Whitney's_Lickitung_(VS_17) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622599.jpg,a30b207f-7f0f-40a6-bfd2-bda6a6495ad1
vs,2001-07-19,ポケモンカード★VS,VS,019/141,unknown,UNKNOWN,jp,アカネのミルタンク,Whitney's Miltank,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Whitney's_Miltank_(VS_19) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622601.jpg,c0e7cb46-5806-435b-baac-bb30adce07ed
vs,2001-07-19,ポケモンカード★VS,VS,020/141,unknown,UNKNOWN,jp,マツバのキュウコン,Morty's Ninetales,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Morty's_Ninetales_(VS_20) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622609.jpg,0f1030fe-a3ec-4299-8db6-c03949e7ea2d
vs,2001-07-19,ポケモンカード★VS,VS,021/141,first,1ED,jp,マツバのゲンガー,Morty's Gengar,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Morty's_Gengar_(VS_21) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622613.jpg,966615c2-bd65-486b-ba34-569a3bfa7a07
vs,2001-07-19,ポケモンカード★VS,VS,023/141,unknown,UNKNOWN,jp,マツバのガラガラ,Morty's Marowak,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Morty's_Marowak_(VS_23) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622634.jpg,624aaa6c-b255-4e01-8fb0-a34806eb6d76
vs,2001-07-19,ポケモンカード★VS,VS,024/141,unknown,UNKNOWN,jp,マツバのヨルノズク,Morty's Noctowl,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Morty's_Noctowl_(VS_24) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622638.jpg,89b613b5-fd29-4b5a-bcf1-2f8b7ac5dba9
vs,2001-07-19,ポケモンカード★VS,VS,025/141,first,1ED,jp,マツバのヤミカラス,Morty's Murkrow,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Morty's_Murkrow_(VS_25) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622645.jpg,03fa8bda-a802-4cf6-8769-24984c448eb7
vs,2001-07-19,ポケモンカード★VS,VS,026/141,unknown,UNKNOWN,jp,マツバのムウマ,Morty's Misdreavus,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Morty's_Misdreavus_(VS_26) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622648.jpg,a65fa5eb-a078-49d4-af11-1bdfd828e704
vs,2001-07-19,ポケモンカード★VS,VS,028/141,unknown,UNKNOWN,jp,ミカンのレアコイル,Jasmine's Magneton,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Jasmine's_Magneton_(VS_28) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622684.jpg,b6f2265d-3ac2-49e3-b2c8-95058e468f3e
vs,2001-07-19,ポケモンカード★VS,VS,029/141,unknown,UNKNOWN,jp,ミカンのエレブー,Jasmine's Electabuzz,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Jasmine's_Electabuzz_(VS_29) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622689.jpg,97e56753-cc7e-4c6c-ba75-9d23532356e5
vs,2001-07-19,ポケモンカード★VS,VS,030/141,first,1ED,jp,ミカンのサンダース,Jasmine's Jolteon,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Jasmine's_Jolteon_(VS_30) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622694.jpg,6a5fe59c-11d3-42d4-a298-8e11a31300c6
vs,2001-07-19,ポケモンカード★VS,VS,031/141,unknown,UNKNOWN,jp,ミカンのデンリュウ,Jasmine's Ampharos,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Jasmine's_Ampharos_(VS_31) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622697.jpg,b4ce714e-3d2f-402e-983d-7b4a5c0af154
vs,2001-07-19,ポケモンカード★VS,VS,032/141,unknown,キラ,jp,ミカンのハガネール,Jasmine's Steelix,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Jasmine's_Steelix_(VS_32) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/622701.jpg,dd729021-4443-43aa-a15e-651841632c6d
vs,2001-07-19,ポケモンカード★VS,VS,033/141,unknown,UNKNOWN,jp,シジマのオコリザル,Chuck's Primeape,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_Primeape_(VS_33) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630782.jpg,50539ba4-304b-4169-92dc-f028c8c9235d
vs,2001-07-19,ポケモンカード★VS,VS,034/141,unknown,UNKNOWN,jp,シジマのニョロボン,Chuck's Poliwrath,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_Poliwrath_(VS_34) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630785.jpg,87bba0b6-e57b-466b-89c1-a5220de751e2
vs,2001-07-19,ポケモンカード★VS,VS,035/141,unknown,UNKNOWN,jp,シジマのサイドン,Chuck's Rhydon,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_Rhydon_(VS_35) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630787.jpg,49daaa28-6272-4cc9-9014-0126c2d7407f
vs,2001-07-19,ポケモンカード★VS,VS,036/141,unknown,UNKNOWN,jp,シジマのケンタロス,Chuck's Tauros,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_Tauros_(VS_36) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630788.jpg,95a7eeea-311a-48f3-bf96-40a3daee5583
vs,2001-07-19,ポケモンカード★VS,VS,037/141,unknown,UNKNOWN,jp,シジマのグランブル,Chuck's Granbull,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Chuck's_Granbull_(VS_37) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630789.jpg,9a303dbd-159f-4c27-8d4d-6f5f8ba54e76
vs,2001-07-19,ポケモンカード★VS,VS,039/141,unknown,UNKNOWN,jp,ヤナギのジュゴン,Pryce's Dewgong,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Dewgong_(VS_39) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630791.jpg,5028b21a-5653-4c64-b0f6-f0759551eb64
vs,2001-07-19,ポケモンカード★VS,VS,041/141,first,1ED,jp,ヤナギのラプラス,Pryce's Lapras,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Lapras_(VS_41) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630795.jpg,5f1a2f10-9979-4987-a0bb-e3279aa6d011
vs,2001-07-19,ポケモンカード★VS,VS,041/141,unlimited,アンリミ,jp,ヤナギのラプラス,Pryce's Lapras,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Lapras_(VS_41) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://cdn.snkrdunk.com/upload_bg_removed/0e9e00ad-f491-4b74-a2e8-1e8609d9ad02.webp,b2e0a2ee-9ccc-49f1-aaea-b16032784dde
vs,2001-07-19,ポケモンカード★VS,VS,042/141,unknown,UNKNOWN,jp,ヤナギのフリーザー,Pryce's Articuno,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Articuno_(VS_42) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630796.jpg,943d10e1-fc00-4098-bd3c-27fe78c9d2e5
vs,2001-07-19,ポケモンカード★VS,VS,043/141,unknown,キラ,jp,ヤナギのニューラ,Pryce's Sneasel,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Sneasel_(VS_43) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630797.jpg,3100e5c2-528e-49f4-9a2a-e6b5ea43595f
vs,2001-07-19,ポケモンカード★VS,VS,044/141,unknown,UNKNOWN,jp,ヤナギのイノムー,Pryce's Piloswine,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Piloswine_(VS_44) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630798.jpg,8fc03cff-39c8-4763-9134-5df4372f4cd3
vs,2001-07-19,ポケモンカード★VS,VS,045/141,unknown,UNKNOWN,jp,ヤナギのデリバード,Pryce's Delibird,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Pryce's_Delibird_(VS_45) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630799.jpg,8cbd3b2c-3f6d-4e24-931b-a6bfe4da1c82
vs,2001-07-19,ポケモンカード★VS,VS,046/141,unknown,UNKNOWN,jp,イブキのカメックス,Clair's Blastoise,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_Blastoise_(VS_46) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630800.jpg,74ae14cd-b900-4ef0-80ca-b7a3e0d93b69
vs,2001-07-19,ポケモンカード★VS,VS,047/141,unknown,UNKNOWN,jp,イブキのルージュラ,Clair's Jynx,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_Jynx_(VS_47) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630801.jpg,1a0d85f9-537a-441b-8444-ba9bab1cce44
vs,2001-07-19,ポケモンカード★VS,VS,048/141,first,1ED,jp,イブキのギャラドス,Clair's Gyarados,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_Gyarados_(VS_48) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630802.jpg,e27eab3a-7d13-4c8b-a00f-536abb2b1302
vs,2001-07-19,ポケモンカード★VS,VS,049/141,first,1ED,jp,イブキのカイリュー,Clair's Dragonite,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_Dragonite_(VS_49) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630832.jpg,00838993-16a1-4114-88f3-2b192a9f444e
vs,2001-07-19,ポケモンカード★VS,VS,050/141,unknown,UNKNOWN,jp,イブキのニョロトノ,Clair's Politoed,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_Politoed_(VS_50) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630833.jpg,72e7e3c1-8f1a-43d8-9d63-79f1bb892eb9
vs,2001-07-19,ポケモンカード★VS,VS,052/141,unknown,UNKNOWN,jp,イブキのキングドラ,Clair's Kingdra,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Clair's_Kingdra_(VS_52) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630842.jpg,f87674e2-af85-4d97-8f87-9fe24aae2011
vs,2001-07-19,ポケモンカード★VS,VS,053/141,first,1ED,jp,マチスのライチュウ,Lt. Surge's Raichu,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Lt._Surge's_Raichu_(VS_53) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630838.jpg,05370d2d-1fb4-46c3-87a2-6fcf32597ee3
vs,2001-07-19,ポケモンカード★VS,VS,054/141,unknown,UNKNOWN,jp,マチスのランターン,Lt. Surge's Lanturn,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Lt._Surge's_Lanturn_(VS_54) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630839.jpg,a6e9bdf4-0e0a-4360-8abc-705f54da19c6
vs,2001-07-19,ポケモンカード★VS,VS,055/141,unknown,UNKNOWN,jp,ナツメのネイティオ,Sabrina's Xatu,artwork,Each exact VS printing has a card-level physical release history with no non-Japanese printing and is bound to the Japan-only set checklist.,https://bulbapedia.bulbagarden.net/wiki/Sabrina's_Xatu_(VS_55) | https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_VS_%28TCG%29 | https://www.pokellector.com/Pokemon-VS-Expansion/,,,https://pub-edb881114340454d8aae56176adec4f2.r2.dev/pokemon/630840.jpg,5fe7cd1a-21c5-4ce2-8f84-d0aa4a7f07e2
